-3	0	-0	0
-3	0.01	-0	0
-3	0.02	-0.794695	0.034998
-3	0.03	-0.771461	0.0349955
-3	0.04	-0.748226	0.034992
-3	0.05	-0.724992	0.0349876
-3	0.06	-0.701758	0.0349821
-3	0.07	-0.678524	0.0349756
-3	0.08	-0.655289	0.0349682
-3	0.09	-0.632055	0.0349597
-3	0.1	-0.608821	0.0349503
-3	0.11	-0.585587	0.0349399
-3	0.12	-0.562352	0.0349284
-3	0.13	-0.539118	0.034916
-3	0.14	-0.515884	0.0349026
-3	0.15	-0.49265	0.0348882
-3	0.16	-0.469415	0.0348728
-3	0.17	-0.446181	0.0348564
-3	0.18	-0.422947	0.034839
-3	0.19	-0.399713	0.0348206
-3	0.2	-0.376478	0.0348012
-3	0.21	-0.353244	0.0347808
-3	0.22	-0.33001	0.0347595
-3	0.23	-0.306776	0.0347371
-3	0.24	-0.283541	0.0347137
-3	0.25	-0.260307	0.0346894
-3	0.26	-0.237073	0.034664
-3	0.27	-0.213839	0.0346377
-3	0.28	-0.190604	0.0346104
-3	0.29	-0.16737	0.034582
-3	0.3	-0.144136	0.0345527
-3	0.31	-0.120902	0.0345224
-3	0.32	-0.0976674	0.0344911
-3	0.33	-0.0744331	0.0344588
-3	0.34	-0.0511989	0.0344255
-3	0.35	-0.0279646	0.0343912
-3	0.36	-0.00473036	0.0343559
-3	0.37	0.0185039	0.0343196
-3	0.38	0.0417381	0.0342824
-3	0.39	0.0649724	0.0342441
-3	0.4	0.0882066	0.0342048
-3	0.41	0.111441	0.0341646
-3	0.42	0.134675	0.0341233
-3	0.43	0.157909	0.0340811
-3	0.44	0.181144	0.0340378
-3	0.45	0.204378	0.0339936
-3	0.46	0.227612	0.0339484
-3	0.47	0.250846	0.0339022
-3	0.48	0.274081	0.0338549
-3	0.49	0.297315	0.0338067
-3	0.5	0.320549	0.0337575
-3	0.51	0.343783	0.0337073
-3	0.52	0.367018	0.0336562
-3	0.53	0.390252	0.033604
-3	0.54	0.413486	0.0335508
-3	0.55	0.43672	0.0334966
-3	0.56	0.459955	0.0334415
-3	0.57	0.483189	0.0333853
-3	0.58	0.506423	0.0333281
-3	0.59	0.529657	0.03327
-3	0.6	0.552892	0.0332109
-3	0.61	0.576126	0.0331507
-3	0.62	0.59936	0.0330896
-3	0.63	0.622594	0.0330275
-3	0.64	0.645829	0.0329644
-3	0.65	0.669063	0.0329002
-3	0.66	0.692297	0.0328351
-3	0.67	0.715531	0.032769
-3	0.68	0.738766	0.0327019
-3	0.69	0.762	0.0326339
-3	0.7	0.785234	0.0325648
-3	0.71	0.808468	0.0324947
-3	0.72	0.831703	0.0324236
-3	0.73	0.854937	0.0323516
-3	0.74	0.878171	0.0322785
-3	0.75	0.901405	0.0322045
-3	0.76	0.92464	0.0321294
-3	0.77	0.947874	0.0320534
-3	0.78	0.971108	0.0319764
-3	0.79	0.994342	0.0318983
-3	0.8	1.01758	0.0318193
-3	0.81	1.04081	0.0317393
-3	0.82	1.06405	0.0316583
-3	0.83	1.08728	0.0315763
-3	0.84	1.11051	0.0314933
-3	0.85	1.13375	0.0314093
-3	0.86	1.15698	0.0313243
-3	0.87	1.18022	0.0312383
-3	0.88	1.20345	0.0311514
-3	0.89	1.22668	0.0310634
-3	0.9	1.24992	0.0309744
-3	0.91	1.27315	0.0308845
-3	0.92	1.29639	0.0307935
-3	0.93	1.31962	0.0307016
-3	0.94	1.34286	0.0306087
-3	0.95	1.36609	-0.0394853
-3	0.96	1.38932	-0.0395802
-3	0.97	1.41256	-0.0396761
-3	0.98	1.43579	-0.039773
-3	0.99	1.45903	-0.0398709
-2.99	0	-0	0
-2.99	0.01	-0	0
-2.99	0.02	-0.794701	0.034998
-2.99	0.03	-0.771466	0.0349954
-2.99	0.04	-0.74823	0.0349919
-2.99	0.05	-0.724995	0.0349873
-2.99	0.06	-0.70176	0.0349817
-2.99	0.07	-0.678525	0.0349752
-2.99	0.08	-0.655289	0.0349675
-2.99	0.09	-0.632054	0.0349589
-2.99	0.1	-0.608819	0.0349493
-2.99	0.11	-0.585584	0.0349386
-2.99	0.12	-0.562348	0.034927
-2.99	0.13	-0.539113	0.0349143
-2.99	0.14	-0.515878	0.0349006
-2.99	0.15	-0.492643	0.0348859
-2.99	0.16	-0.469407	0.0348702
-2.99	0.17	-0.446172	0.0348535
-2.99	0.18	-0.422937	0.0348357
-2.99	0.19	-0.399702	0.034817
-2.99	0.2	-0.376466	0.0347972
-2.99	0.21	-0.353231	0.0347764
-2.99	0.22	-0.329996	0.0347546
-2.99	0.23	-0.306761	0.0347318
-2.99	0.24	-0.283525	0.0347079
-2.99	0.25	-0.26029	0.0346831
-2.99	0.26	-0.237055	0.0346572
-2.99	0.27	-0.213819	0.0346304
-2.99	0.28	-0.190584	0.0346025
-2.99	0.29	-0.167349	0.0345736
-2.99	0.3	-0.144114	0.0345437
-2.99	0.31	-0.120878	0.0345127
-2.99	0.32	-0.0976432	0.0344808
-2.99	0.33	-0.0744079	0.0344478
-2.99	0.34	-0.0511727	0.0344139
-2.99	0.35	-0.0279374	0.0343789
-2.99	0.36	-0.00470217	0.0343429
-2.99	0.37	0.0185331	0.0343058
-2.99	0.38	0.0417683	0.0342678
-2.99	0.39	0.0650036	0.0342288
-2.99	0.4	0.0882389	0.0341887
-2.99	0.41	0.111474	0.0341477
-2.99	0.42	0.134709	0.0341056
-2.99	0.43	0.157945	0.0340625
-2.99	0.44	0.18118	0.0340184
-2.99	0.45	0.204415	0.0339732
-2.99	0.46	0.22765	0.0339271
-2.99	0.47	0.250886	0.0338799
-2.99	0.48	0.274121	0.0338318
-2.99	0.49	0.297356	0.0337826
-2.99	0.5	0.320591	0.0337324
-2.99	0.51	0.343827	0.0336812
-2.99	0.52	0.367062	0.0336289
-2.99	0.53	0.390297	0.0335757
-2.99	0.54	0.413532	0.0335214
-2.99	0.55	0.436768	0.0334662
-2.99	0.56	0.460003	0.0334099
-2.99	0.57	0.483238	0.0333526
-2.99	0.58	0.506473	0.0332943
-2.99	0.59	0.529709	0.033235
-2.99	0.6	0.552944	0.0331746
-2.99	0.61	0.576179	0.0331133
-2.99	0.62	0.599414	0.0330509
-2.99	0.63	0.62265	0.0329875
-2.99	0.64	0.645885	0.0329231
-2.99	0.65	0.66912	0.0328577
-2.99	0.66	0.692356	0.0327913
-2.99	0.67	0.715591	0.0327239
-2.99	0.68	0.738826	0.0326554
-2.99	0.69	0.762061	0.0325859
-2.99	0.7	0.785297	0.0325155
-2.99	0.71	0.808532	0.032444
-2.99	0.72	0.831767	0.0323715
-2.99	0.73	0.855002	0.0322979
-2.99	0.74	0.878238	0.0322234
-2.99	0.75	0.901473	0.0321478
-2.99	0.76	0.924708	0.0320713
-2.99	0.77	0.947943	0.0319937
-2.99	0.78	0.971179	0.0319151
-2.99	0.79	0.994414	0.0318355
-2.99	0.8	1.01765	0.0317549
-2.99	0.81	1.04088	0.0316733
-2.99	0.82	1.06412	0.0315906
-2.99	0.83	1.08735	0.0315069
-2.99	0.84	1.11059	0.0314223
-2.99	0.85	1.13383	0.0313366
-2.99	0.86	1.15706	0.0312499
-2.99	0.87	1.1803	0.0311621
